enrollment_date,gender,age,enrollment_status,aadhaar_generated,region_code,district
2025-02-24,Male,89,Verified,False,UP-LKO,Coimbatore
2025-12-05,Female,76,Verified,False,TN-CBE,Lucknow
2024-08-29,Male,37,Verified,False,DL-NDL,Coimbatore
2025-03-17,Female,52,Verified,False,KA-BLR,Mysuru
2024-09-03,Female,90,Verified,False,UP-LKO,Chennai
2026-03-04,Other,31,Rejected,False,UP-AGR,Mysuru
2026-01-31,Male,53,Rejected,False,KA-BLR,New Delhi
2024-12-06,Female,73,Verified,False,TN-CBE,Mysuru
2025-01-02,Female,47,Pending,False,KA-MYS,New Delhi
2025-09-25,Male,38,Verified,False,UP-LKO,Bengaluru
2024-05-12,Other,40,Verified,False,UP-LKO,Lucknow
2024-11-28,Other,33,Pending,False,TN-CBE,New Delhi
2026-02-21,Female,5,Verified,False,MH-NSK,New Delhi
2025-11-27,Female,7,Pending,False,KA-BLR,Bengaluru
2025-12-13,Male,29,Rejected,False,TN-CHN,Nashik
2024-05-05,Other,13,Verified,False,MH-NSK,Nashik
2024-05-09,Male,46,Generated,True,DL-NDL,Chennai
2025-01-22,Other,50,Verified,False,MH-NSK,New Delhi
2024-10-07,Female,16,Pending,False,KA-MYS,Lucknow
2024-12-20,Female,41,Rejected,False,KA-MYS,Mumbai
2025-09-28,Female,85,Pending,False,MH-PUN,Bengaluru
2025-09-18,Other,8,Verified,False,MH-NSK,Coimbatore
2024-08-19,Female,78,Generated,True,UP-AGR,Bengaluru
2024-05-03,Female,65,Pending,False,UP-AGR,Chennai
2024-07-06,Female,30,Generated,True,UP-AGR,Mysuru
2025-03-01,Other,73,Verified,False,KA-MYS,Chennai
2025-09-11,Female,79,Generated,True,KA-MYS,Lucknow
2025-03-05,Other,16,Pending,False,TN-CBE,New Delhi
2025-04-05,Male,61,Rejected,False,MH-PUN,New Delhi
2025-08-16,Female,57,Verified,False,KA-BLR,New Delhi
2025-01-02,Other,32,Generated,True,TN-CHN,Coimbatore
2025-07-12,Other,95,Verified,False,MH-PUN,Bengaluru
2024-09-28,Male,49,Rejected,False,TN-CBE,Mumbai
2025-10-22,Male,78,Verified,False,MH-PUN,Agra
2025-01-11,Other,90,Rejected,False,DL-NDL,Pune
2025-12-19,Female,48,Verified,False,MH-PUN,Mysuru
2026-02-26,Other,18,Verified,False,DL-NDL,Chennai
2024-11-14,Other,87,Pending,False,TN-CHN,Pune
2024-09-16,Female,52,Rejected,False,DL-NDL,Nashik
2026-02-14,Male,33,Verified,False,UP-AGR,Coimbatore
2026-03-15,Male,59,Generated,True,MH-PUN,Pune
2024-11-01,Female,48,Generated,True,TN-CHN,Lucknow
2026-03-22,Male,57,Rejected,False,DL-NDL,Pune
2025-06-27,Male,53,Generated,True,TN-CBE,Pune
2024-09-07,Other,56,Verified,False,TN-CHN,Bengaluru
2025-11-06,Other,17,Rejected,False,MH-NSK,Mumbai
2024-12-28,Female,12,Rejected,False,MH-PUN,Lucknow
2025-04-02,Female,45,Generated,True,UP-AGR,Bengaluru
2025-12-28,Male,33,Generated,True,DL-NDL,Mumbai
2025-10-25,Other,19,Generated,True,MH-MUM,Mysuru
2025-08-08,Female,9,Verified,False,KA-BLR,Agra
2025-04-03,Other,43,Verified,False,KA-MYS,Pune
2024-05-11,Male,74,Verified,False,TN-CBE,New Delhi
2025-03-06,Male,19,Verified,False,TN-CHN,Mumbai
2025-04-19,Other,25,Rejected,False,MH-NSK,Mumbai
2024-09-25,Other,72,Verified,False,KA-BLR,New Delhi
2025-03-06,Female,81,Verified,False,DL-NDL,Lucknow
2026-01-23,Female,38,Verified,False,KA-BLR,Bengaluru
2024-09-05,Other,75,Generated,True,KA-MYS,Mysuru
2024-06-27,Female,18,Pending,False,KA-MYS,Mumbai
2025-07-30,Male,90,Verified,False,KA-BLR,Agra
2026-01-23,Male,10,Verified,False,KA-BLR,New Delhi
2025-06-29,Male,61,Rejected,False,MH-MUM,Chennai
2024-07-31,Female,73,Verified,False,DL-NDL,Bengaluru
2026-02-01,Other,48,Rejected,False,TN-CBE,Pune
2025-12-13,Female,48,Verified,False,MH-MUM,Bengaluru
2025-11-15,Male,87,Verified,False,TN-CHN,Chennai
2025-01-20,Other,52,Verified,False,TN-CBE,New Delhi
2025-03-20,Male,9,Rejected,False,KA-BLR,Nashik
2025-11-04,Male,40,Generated,True,MH-MUM,Chennai
2024-12-06,Male,64,Rejected,False,TN-CHN,Bengaluru
2025-11-06,Other,66,Pending,False,MH-PUN,Mysuru
2026-03-05,Female,49,Generated,True,MH-PUN,Mysuru
2024-07-07,Female,27,Generated,True,KA-MYS,Pune
2025-02-22,Female,19,Rejected,False,TN-CHN,Lucknow
2024-12-09,Other,20,Verified,False,TN-CHN,Mumbai
2024-05-16,Male,22,Rejected,False,KA-MYS,Coimbatore
2024-12-27,Other,90,Generated,True,DL-NDL,Coimbatore
2025-08-20,Other,30,Verified,False,UP-LKO,Nashik
2025-07-19,Male,45,Pending,False,MH-PUN,Agra
2025-10-16,Male,33,Verified,False,MH-MUM,New Delhi
2024-05-29,Male,91,Verified,False,MH-PUN,Lucknow
2024-10-21,Other,89,Verified,False,KA-BLR,New Delhi
2024-05-09,Female,47,Generated,True,MH-NSK,Pune
2024-12-17,Other,88,Rejected,False,TN-CBE,Agra
2025-12-18,Male,74,Verified,False,MH-NSK,Nashik
2024-09-30,Other,86,Verified,False,TN-CHN,New Delhi
2024-07-15,Other,22,Generated,True,UP-AGR,Agra
2024-10-29,Male,6,Verified,False,KA-MYS,Mumbai
2024-12-29,Other,65,Rejected,False,MH-PUN,Bengaluru
2025-01-05,Male,15,Rejected,False,DL-NDL,Coimbatore
2026-03-20,Male,85,Verified,False,UP-LKO,Bengaluru
2026-01-08,Female,31,Rejected,False,TN-CHN,New Delhi
2025-01-04,Other,55,Generated,True,UP-LKO,Lucknow
2026-02-20,Male,75,Pending,False,TN-CBE,Pune
2024-06-07,Female,23,Verified,False,MH-NSK,Pune
2025-09-05,Female,24,Rejected,False,DL-NDL,Mumbai
2024-08-04,Other,10,Pending,False,MH-MUM,Pune
2025-03-13,Female,65,Generated,True,DL-NDL,Bengaluru
2024-08-22,Other,33,Verified,False,MH-PUN,Agra
2026-02-04,Female,43,Pending,False,MH-NSK,New Delhi
2024-09-28,Male,92,Pending,False,UP-LKO,Nashik
2025-03-13,Other,75,Rejected,False,MH-PUN,Pune
2024-10-06,Other,36,Verified,False,UP-AGR,Agra
2026-02-11,Male,59,Verified,False,UP-LKO,Lucknow
2024-10-11,Female,53,Verified,False,KA-MYS,Lucknow
2024-06-07,Male,12,Verified,False,MH-PUN,Nashik
2025-08-08,Female,24,Rejected,False,MH-MUM,Coimbatore
2024-07-25,Male,34,Verified,False,TN-CHN,Bengaluru
2024-10-29,Female,43,Rejected,False,UP-AGR,Mumbai
2025-08-28,Female,70,Verified,False,TN-CBE,Chennai
2026-02-07,Female,57,Verified,False,MH-NSK,Bengaluru
2024-05-24,Male,75,Verified,False,UP-LKO,Mumbai
2024-09-28,Male,39,Generated,True,TN-CHN,Nashik
2025-02-24,Other,29,Verified,False,MH-PUN,Nashik
2025-09-26,Male,72,Verified,False,MH-MUM,Pune
2025-10-01,Other,79,Rejected,False,MH-NSK,Chennai
2025-12-01,Male,77,Verified,False,UP-AGR,Mumbai
2024-05-15,Male,60,Rejected,False,UP-AGR,Mumbai
2026-01-11,Other,95,Verified,False,KA-BLR,Nashik
2025-01-16,Female,44,Generated,True,KA-BLR,Bengaluru
2024-10-16,Female,79,Generated,True,MH-PUN,Lucknow
2025-10-10,Other,57,Pending,False,UP-LKO,Nashik
2024-04-20,Other,86,Verified,False,MH-PUN,Coimbatore
2026-02-18,Female,25,Verified,False,KA-BLR,Mysuru
2025-09-30,Female,23,Generated,True,KA-BLR,Nashik
2025-01-03,Female,94,Pending,False,DL-NDL,Bengaluru
2026-02-01,Other,33,Verified,False,MH-PUN,Mumbai
2024-07-30,Female,50,Verified,False,MH-NSK,Mumbai
2025-08-19,Male,23,Rejected,False,UP-LKO,Lucknow
2025-01-01,Male,93,Generated,True,KA-BLR,Agra
2024-07-04,Other,88,Verified,False,UP-AGR,Bengaluru
2024-09-27,Male,93,Generated,True,TN-CBE,New Delhi
2024-12-08,Female,85,Verified,False,MH-MUM,Chennai
2025-09-07,Female,60,Generated,True,MH-MUM,Nashik
2025-10-12,Female,64,Verified,False,KA-BLR,Mysuru
2024-12-03,Other,14,Generated,True,TN-CBE,Agra
2024-11-07,Male,50,Generated,True,KA-BLR,Bengaluru
2025-06-01,Female,93,Generated,True,MH-MUM,Mysuru
2026-01-15,Male,72,Pending,False,KA-MYS,Nashik
2024-06-02,Other,73,Verified,False,MH-MUM,Mysuru
2024-07-06,Male,62,Verified,False,DL-NDL,Mumbai
2024-09-21,Male,92,Verified,False,MH-NSK,Coimbatore
2025-04-27,Female,8,Verified,False,MH-PUN,Pune
2025-09-17,Female,73,Rejected,False,MH-PUN,Coimbatore
2026-03-04,Other,44,Verified,False,TN-CBE,Agra
2026-04-06,Other,87,Verified,False,MH-PUN,Chennai
2024-06-16,Male,30,Generated,True,MH-MUM,Mysuru
2025-11-13,Female,86,Verified,False,MH-NSK,Mysuru
2025-03-17,Other,94,Verified,False,TN-CBE,Bengaluru
2025-02-03,Male,35,Verified,False,KA-MYS,Pune
2025-01-09,Male,87,Verified,False,MH-NSK,Chennai
2026-01-01,Other,45,Generated,True,UP-LKO,Nashik
2024-09-18,Male,40,Verified,False,MH-PUN,Mysuru
2024-11-30,Female,38,Generated,True,KA-MYS,Mysuru
2026-03-06,Female,75,Verified,False,MH-NSK,Coimbatore
2026-01-25,Other,74,Pending,False,TN-CHN,Agra
2025-03-26,Other,64,Verified,False,KA-MYS,Bengaluru
2025-10-07,Other,31,Rejected,False,KA-BLR,Bengaluru
2026-04-14,Male,9,Pending,False,KA-MYS,Agra
2026-01-01,Female,77,Verified,False,DL-NDL,Pune
2025-06-04,Male,29,Rejected,False,UP-AGR,Mysuru
2026-01-27,Other,6,Generated,True,KA-MYS,Lucknow
2025-05-31,Male,94,Rejected,False,DL-NDL,Coimbatore
2024-11-27,Male,82,Verified,False,DL-NDL,New Delhi
2025-04-02,Female,59,Verified,False,MH-MUM,New Delhi
2025-10-21,Other,61,Generated,True,MH-PUN,Coimbatore
2025-04-25,Female,93,Rejected,False,MH-NSK,Chennai
2024-07-10,Other,5,Verified,False,DL-NDL,Lucknow
2024-04-26,Female,30,Rejected,False,TN-CHN,Agra
2025-11-03,Female,92,Verified,False,TN-CHN,New Delhi
2025-05-07,Male,26,Pending,False,UP-AGR,New Delhi
2024-11-02,Female,70,Generated,True,KA-BLR,Coimbatore
2024-12-16,Male,24,Verified,False,UP-LKO,Nashik
2025-09-15,Male,71,Verified,False,TN-CBE,Bengaluru
2024-10-30,Male,24,Generated,True,TN-CHN,Mumbai
2024-06-28,Female,55,Generated,True,TN-CBE,Pune
2025-11-27,Male,82,Rejected,False,MH-PUN,Nashik
2025-01-03,Other,53,Verified,False,TN-CBE,Bengaluru
2025-05-22,Other,16,Verified,False,KA-MYS,Chennai
2025-06-01,Male,47,Generated,True,MH-NSK,Coimbatore
2024-06-03,Male,26,Generated,True,UP-AGR,Bengaluru
2025-06-16,Female,6,Pending,False,TN-CBE,New Delhi
2025-03-21,Female,82,Verified,False,KA-BLR,Mumbai
2026-01-10,Female,26,Rejected,False,MH-NSK,Agra
2024-05-30,Female,63,Verified,False,KA-BLR,Agra
2024-06-22,Female,28,Generated,True,MH-MUM,Bengaluru
2025-03-22,Other,9,Verified,False,MH-PUN,Bengaluru
2025-05-01,Other,48,Pending,False,MH-MUM,Mysuru
2024-09-25,Female,26,Pending,False,DL-NDL,Coimbatore
2024-05-13,Female,58,Verified,False,TN-CHN,Agra
2025-11-30,Other,28,Generated,True,MH-PUN,New Delhi
2025-09-16,Other,62,Verified,False,MH-NSK,Bengaluru
2025-05-25,Male,27,Verified,False,UP-AGR,Chennai
2024-05-06,Female,69,Rejected,False,UP-LKO,Mysuru
2026-04-12,Female,6,Pending,False,DL-NDL,Chennai
2025-02-14,Male,67,Verified,False,KA-BLR,Mumbai
2025-06-09,Female,22,Rejected,False,UP-AGR,Pune
2025-12-30,Other,80,Rejected,False,KA-BLR,Mysuru
2024-11-15,Female,47,Generated,True,MH-MUM,Agra
2026-01-21,Other,40,Verified,False,UP-AGR,New Delhi
2024-05-21,Female,80,Verified,False,TN-CBE,New Delhi
2025-02-11,Male,70,Rejected,False,TN-CHN,Mysuru
2024-12-06,Male,33,Generated,True,KA-BLR,Mumbai
2024-12-21,Other,77,Verified,False,KA-BLR,Agra
2024-09-17,Other,92,Verified,False,KA-BLR,Lucknow
2026-01-16,Other,33,Verified,False,DL-NDL,New Delhi
2026-02-26,Male,58,Verified,False,DL-NDL,Bengaluru
2024-05-08,Other,10,Generated,True,MH-PUN,Pune
2024-09-15,Male,12,Verified,False,UP-AGR,Pune
2024-09-03,Male,6,Pending,False,KA-BLR,Mumbai
2026-01-24,Female,38,Rejected,False,MH-PUN,New Delhi
2025-07-26,Female,38,Verified,False,MH-MUM,Pune
2026-04-12,Other,63,Verified,False,TN-CHN,Chennai
2024-09-09,Male,73,Verified,False,KA-MYS,Nashik
2025-01-14,Other,32,Rejected,False,TN-CBE,Coimbatore
2025-03-01,Other,34,Rejected,False,TN-CBE,Coimbatore
2024-09-13,Female,54,Rejected,False,TN-CBE,Mysuru
2024-06-26,Other,6,Pending,False,MH-PUN,Bengaluru
2024-06-04,Male,85,Verified,False,UP-LKO,Chennai
2026-03-15,Other,41,Verified,False,KA-MYS,Mysuru
2024-06-12,Female,13,Rejected,False,MH-PUN,Mysuru
2024-06-26,Female,17,Verified,False,UP-LKO,Agra
2025-02-06,Other,73,Verified,False,DL-NDL,Lucknow
2025-07-04,Male,52,Verified,False,UP-LKO,Coimbatore
2025-01-23,Other,83,Rejected,False,UP-AGR,Pune
2024-05-30,Male,70,Generated,True,MH-NSK,Chennai
2026-01-18,Female,54,Rejected,False,TN-CHN,Bengaluru
2024-08-26,Male,72,Generated,True,UP-LKO,Chennai
2025-02-03,Male,22,Verified,False,UP-AGR,Mysuru
2024-10-16,Male,62,Generated,True,UP-LKO,New Delhi
2024-07-04,Female,35,Verified,False,TN-CHN,Mumbai
2025-08-02,Other,76,Rejected,False,MH-MUM,Chennai
2025-01-22,Female,68,Rejected,False,TN-CBE,Lucknow
2025-05-22,Female,53,Generated,True,TN-CHN,New Delhi
2026-02-06,Other,77,Verified,False,UP-AGR,Mysuru
2026-01-21,Female,5,Verified,False,TN-CHN,Lucknow
2025-12-15,Male,88,Pending,False,KA-BLR,Agra
2025-07-19,Other,31,Verified,False,DL-NDL,Nashik
2025-11-23,Female,82,Pending,False,MH-PUN,Mysuru
2025-05-01,Other,15,Verified,False,MH-MUM,Coimbatore
2025-03-26,Female,55,Generated,True,UP-AGR,Bengaluru
2024-07-01,Female,18,Pending,False,TN-CHN,Mysuru
2024-06-12,Female,39,Verified,False,KA-MYS,Mysuru
2025-02-02,Female,45,Verified,False,UP-AGR,Pune
2025-11-19,Female,71,Rejected,False,MH-NSK,Agra
2025-06-23,Female,50,Verified,False,TN-CBE,New Delhi
2025-05-17,Female,74,Verified,False,MH-MUM,Bengaluru
2024-08-27,Female,68,Verified,False,KA-BLR,Coimbatore
2025-12-25,Male,88,Verified,False,TN-CHN,New Delhi
2025-08-21,Male,56,Rejected,False,TN-CHN,Mumbai
2026-02-24,Other,5,Verified,False,TN-CHN,New Delhi
2025-05-17,Other,33,Verified,False,TN-CBE,Coimbatore
2024-05-18,Female,83,Generated,True,UP-AGR,New Delhi
2025-11-30,Other,84,Rejected,False,MH-PUN,Mysuru
2024-10-29,Female,58,Verified,False,TN-CBE,Chennai
2025-08-04,Other,67,Verified,False,MH-MUM,Mumbai
2025-04-20,Male,49,Rejected,False,MH-PUN,Chennai
2024-12-23,Male,11,Generated,True,DL-NDL,Bengaluru
2024-10-04,Male,22,Generated,True,MH-MUM,Lucknow
2024-05-19,Other,82,Verified,False,UP-AGR,Pune
2025-01-23,Female,17,Rejected,False,KA-BLR,Coimbatore
2024-05-18,Male,35,Generated,True,KA-MYS,Agra
2025-01-15,Other,32,Verified,False,KA-BLR,Bengaluru
2025-02-20,Male,5,Generated,True,UP-AGR,Nashik
2024-06-16,Female,91,Verified,False,MH-NSK,Mumbai
2025-12-05,Female,76,Pending,False,TN-CBE,Coimbatore
2025-04-05,Male,90,Generated,True,TN-CHN,Mysuru
2025-11-07,Male,23,Verified,False,KA-MYS,Lucknow
2026-03-23,Male,71,Generated,True,KA-MYS,Lucknow
2025-03-05,Male,61,Generated,True,MH-MUM,New Delhi
2024-04-21,Male,29,Verified,False,MH-PUN,Pune
2025-01-16,Male,40,Verified,False,TN-CHN,New Delhi
2024-08-28,Male,58,Verified,False,KA-BLR,Nashik
2025-04-25,Female,68,Verified,False,TN-CHN,Lucknow
2026-03-28,Male,20,Verified,False,KA-BLR,Bengaluru
2026-03-19,Other,93,Rejected,False,MH-MUM,Nashik
2025-10-08,Other,62,Verified,False,MH-MUM,Pune
2024-11-30,Other,19,Rejected,False,MH-PUN,Pune
2025-12-03,Female,46,Rejected,False,TN-CHN,Agra
2024-05-20,Male,52,Verified,False,MH-PUN,New Delhi
2026-01-05,Male,38,Generated,True,MH-NSK,Lucknow
2025-07-09,Male,77,Verified,False,MH-PUN,Chennai
2024-06-09,Other,83,Pending,False,UP-AGR,Nashik
2026-03-29,Female,53,Verified,False,UP-AGR,Bengaluru
2024-12-30,Male,87,Verified,False,KA-MYS,Chennai
2025-03-29,Male,80,Verified,False,KA-MYS,Nashik
2025-07-16,Male,47,Pending,False,MH-PUN,Pune
2025-03-31,Male,84,Generated,True,DL-NDL,Pune
2025-09-10,Female,66,Pending,False,MH-MUM,Pune
2025-10-26,Female,75,Verified,False,MH-MUM,Mumbai
2025-04-10,Other,64,Pending,False,DL-NDL,Mysuru
2024-08-19,Other,81,Verified,False,KA-BLR,Agra
2025-04-30,Female,94,Verified,False,TN-CBE,Mysuru
2026-04-17,Female,30,Verified,False,UP-LKO,Agra
2025-08-06,Female,77,Generated,True,MH-MUM,Mysuru
2025-10-31,Other,7,Verified,False,TN-CBE,Mysuru
2026-03-24,Male,69,Generated,True,TN-CBE,Nashik
2025-09-23,Female,66,Verified,False,UP-AGR,Lucknow
2024-10-02,Male,24,Verified,False,TN-CBE,Mumbai
2025-02-17,Other,87,Generated,True,TN-CHN,Nashik
2024-07-05,Female,10,Verified,False,KA-MYS,Mumbai
2025-08-07,Female,36,Verified,False,UP-AGR,Pune
2025-04-19,Female,76,Verified,False,MH-MUM,Bengaluru
2025-07-30,Male,34,Verified,False,DL-NDL,New Delhi
2025-09-03,Female,24,Verified,False,KA-MYS,Chennai
2025-10-01,Male,65,Rejected,False,TN-CBE,Bengaluru
2024-11-28,Other,18,Verified,False,UP-AGR,New Delhi
2025-03-28,Male,93,Generated,True,DL-NDL,Mumbai
2025-04-03,Other,58,Verified,False,MH-PUN,Mysuru
2024-08-12,Female,91,Verified,False,KA-MYS,New Delhi
2026-01-06,Other,56,Generated,True,TN-CHN,Agra
2025-06-19,Other,63,Verified,False,MH-PUN,Agra
2025-07-09,Female,91,Verified,False,MH-PUN,Lucknow
2025-10-24,Male,28,Verified,False,UP-AGR,Mysuru
2024-10-03,Female,36,Rejected,False,MH-NSK,Coimbatore
2026-03-15,Male,87,Verified,False,KA-MYS,Pune
2026-01-09,Other,54,Verified,False,UP-AGR,Pune
2025-05-19,Female,42,Verified,False,UP-AGR,Coimbatore
2024-10-24,Other,50,Generated,True,UP-LKO,Bengaluru
2025-05-11,Female,84,Rejected,False,MH-MUM,New Delhi
2025-12-02,Female,62,Pending,False,KA-BLR,Agra
2024-12-10,Male,77,Generated,True,MH-PUN,Mysuru
2025-12-05,Female,14,Verified,False,MH-NSK,Lucknow
2025-06-14,Other,34,Verified,False,UP-LKO,Agra
2026-04-08,Female,10,Rejected,False,UP-LKO,Coimbatore
2025-09-10,Female,59,Rejected,False,KA-BLR,Bengaluru
2025-11-08,Other,35,Rejected,False,DL-NDL,Lucknow
2024-08-09,Male,22,Generated,True,MH-NSK,New Delhi
2025-03-25,Female,83,Rejected,False,TN-CBE,Mumbai
2024-05-13,Female,23,Verified,False,MH-NSK,New Delhi
2024-05-31,Female,93,Verified,False,MH-NSK,Pune
2025-01-11,Female,11,Verified,False,TN-CBE,Lucknow
2025-03-04,Male,75,Generated,True,TN-CBE,Coimbatore
2024-10-15,Female,14,Pending,False,UP-LKO,Pune
2025-04-09,Female,36,Rejected,False,UP-AGR,Coimbatore
2025-08-07,Female,54,Verified,False,MH-MUM,New Delhi
2024-11-01,Male,39,Generated,True,TN-CBE,Agra
2024-05-16,Male,75,Verified,False,UP-LKO,Mysuru
2024-09-29,Female,50,Verified,False,KA-MYS,New Delhi
2024-04-27,Female,49,Verified,False,MH-NSK,Chennai
2024-12-08,Other,48,Verified,False,KA-MYS,Mumbai
2025-03-20,Other,5,Generated,True,UP-LKO,Lucknow
2024-06-16,Female,12,Verified,False,TN-CBE,Agra
2024-08-28,Female,74,Rejected,False,DL-NDL,Pune
2024-12-25,Male,50,Generated,True,MH-MUM,Pune
2024-07-19,Male,30,Rejected,False,DL-NDL,Pune
2026-02-23,Female,72,Generated,True,MH-PUN,Coimbatore
2024-12-15,Male,52,Rejected,False,KA-MYS,Lucknow
2024-10-23,Male,20,Verified,False,DL-NDL,Nashik
2025-02-06,Female,15,Verified,False,UP-LKO,Pune
2025-05-19,Female,41,Rejected,False,DL-NDL,Lucknow
2025-10-09,Other,19,Pending,False,MH-NSK,New Delhi
2025-08-27,Male,40,Generated,True,MH-MUM,Mumbai
2024-09-29,Other,69,Rejected,False,MH-PUN,Chennai
2025-12-22,Female,67,Verified,False,MH-NSK,Pune
2026-01-24,Other,16,Verified,False,MH-NSK,Bengaluru
2025-06-02,Male,28,Rejected,False,TN-CHN,New Delhi
2025-07-13,Other,95,Pending,False,MH-NSK,Agra
2025-01-14,Female,92,Verified,False,MH-MUM,Mumbai
2025-11-30,Male,84,Verified,False,MH-MUM,Coimbatore
2025-08-16,Other,15,Verified,False,UP-LKO,Coimbatore
2024-10-08,Male,95,Rejected,False,TN-CHN,Mumbai
2024-11-09,Other,54,Rejected,False,UP-AGR,Pune
2024-07-24,Other,69,Verified,False,KA-MYS,Coimbatore
2025-06-08,Other,28,Verified,False,KA-BLR,Agra
2024-10-16,Male,40,Generated,True,UP-LKO,Bengaluru
2025-08-22,Other,37,Rejected,False,DL-NDL,New Delhi
2026-04-10,Female,64,Verified,False,MH-NSK,Coimbatore
2026-01-06,Other,35,Rejected,False,KA-BLR,Mysuru
2026-03-05,Other,7,Verified,False,MH-MUM,Chennai
2025-02-24,Female,14,Generated,True,DL-NDL,Agra
2025-12-08,Female,20,Rejected,False,KA-MYS,Mumbai
2025-10-30,Other,53,Rejected,False,UP-LKO,Agra
2025-10-22,Other,58,Generated,True,TN-CHN,Agra
2026-04-06,Other,63,Verified,False,MH-MUM,Pune
2025-05-19,Other,7,Generated,True,MH-NSK,Bengaluru
2025-05-19,Female,24,Verified,False,MH-MUM,New Delhi
2024-10-25,Male,70,Generated,True,KA-MYS,Pune
2025-08-20,Other,52,Generated,True,TN-CBE,Coimbatore
2025-04-22,Male,21,Verified,False,MH-NSK,Coimbatore
2025-05-03,Male,5,Verified,False,TN-CBE,Nashik
2026-01-17,Other,12,Generated,True,MH-NSK,Pune
2025-01-06,Male,95,Verified,False,MH-MUM,Mumbai
2024-04-19,Female,75,Verified,False,UP-AGR,Coimbatore
2024-06-03,Male,57,Generated,True,UP-LKO,Lucknow
2024-11-23,Female,71,Verified,False,UP-LKO,Chennai
2024-08-23,Other,36,Rejected,False,KA-BLR,Coimbatore
2025-02-17,Male,52,Verified,False,TN-CBE,Agra
2024-12-11,Other,21,Verified,False,UP-LKO,Coimbatore
2024-10-15,Male,64,Verified,False,TN-CBE,Pune
2024-10-25,Other,56,Verified,False,MH-NSK,Agra
2026-02-05,Female,47,Verified,False,UP-AGR,Pune
2026-01-06,Male,49,Generated,True,UP-LKO,Agra
2025-04-09,Male,88,Rejected,False,TN-CHN,Coimbatore
2026-01-14,Male,62,Verified,False,UP-LKO,Chennai
2024-08-10,Female,8,Verified,False,KA-MYS,Agra
2025-04-05,Other,20,Verified,False,TN-CHN,Coimbatore
2025-02-27,Female,88,Verified,False,UP-AGR,Chennai
2025-02-14,Other,11,Verified,False,DL-NDL,Agra
2025-10-11,Other,36,Rejected,False,UP-AGR,New Delhi
2024-06-04,Other,82,Verified,False,TN-CBE,Mysuru
2026-02-20,Female,91,Pending,False,MH-MUM,Nashik
2026-03-07,Other,66,Verified,False,KA-BLR,Chennai
2025-11-08,Female,24,Verified,False,MH-NSK,New Delhi
2025-06-04,Male,29,Rejected,False,MH-NSK,Mysuru
2025-02-26,Other,85,Generated,True,UP-AGR,Mumbai
2024-06-25,Other,90,Rejected,False,DL-NDL,Mumbai
2025-08-27,Male,43,Verified,False,DL-NDL,New Delhi
2024-11-19,Other,77,Generated,True,DL-NDL,Agra
2026-04-09,Other,29,Rejected,False,UP-AGR,Pune
2025-04-27,Other,73,Generated,True,DL-NDL,Lucknow
2026-04-11,Male,5,Verified,False,MH-MUM,Chennai
2026-01-06,Other,63,Verified,False,TN-CBE,Chennai
2025-03-31,Male,28,Verified,False,TN-CHN,Nashik
2025-01-06,Female,93,Pending,False,MH-PUN,Mumbai
2025-03-07,Other,23,Rejected,False,DL-NDL,Agra
2024-05-21,Female,59,Verified,False,DL-NDL,Chennai
2026-02-21,Other,22,Verified,False,TN-CBE,Pune
2025-12-12,Other,34,Verified,False,DL-NDL,New Delhi
2025-02-26,Female,17,Verified,False,UP-LKO,New Delhi
2026-02-12,Male,90,Verified,False,UP-LKO,Pune
2025-05-16,Other,72,Verified,False,MH-NSK,Lucknow
2025-05-23,Male,29,Rejected,False,TN-CHN,Lucknow
2025-09-18,Male,41,Verified,False,UP-LKO,Mumbai
2025-05-11,Other,76,Generated,True,KA-MYS,Nashik
2024-09-03,Female,36,Verified,False,KA-BLR,Mumbai
2024-12-14,Other,61,Verified,False,UP-LKO,Agra
2025-11-09,Other,21,Verified,False,TN-CHN,Chennai
2025-03-09,Female,75,Rejected,False,KA-BLR,Nashik
2024-06-06,Male,60,Verified,False,KA-BLR,Lucknow
2024-11-03,Other,31,Verified,False,MH-MUM,Mysuru
2024-11-03,Male,45,Verified,False,UP-LKO,Mumbai
2025-10-19,Other,92,Pending,False,MH-MUM,Lucknow
2024-06-12,Female,20,Generated,True,MH-PUN,Agra
2026-01-15,Other,93,Verified,False,MH-PUN,Mumbai
2026-01-06,Other,72,Verified,False,MH-PUN,Mumbai
2024-11-14,Male,9,Pending,False,TN-CBE,Agra
2025-06-18,Female,86,Rejected,False,MH-NSK,Lucknow
2026-02-07,Other,75,Verified,False,KA-MYS,Chennai
2024-09-12,Male,13,Rejected,False,TN-CBE,Nashik
2025-12-02,Male,16,Rejected,False,MH-PUN,New Delhi
2025-09-01,Other,67,Verified,False,TN-CBE,Lucknow
2025-02-18,Male,29,Verified,False,KA-MYS,Agra
2025-01-29,Female,5,Rejected,False,MH-MUM,Lucknow
2025-04-12,Male,74,Verified,False,MH-PUN,Mumbai
2026-03-10,Other,91,Generated,True,TN-CHN,Pune
2025-01-23,Other,70,Verified,False,UP-LKO,New Delhi
2025-06-04,Female,65,Verified,False,KA-BLR,Lucknow
2024-12-13,Male,93,Rejected,False,KA-BLR,Agra
2024-04-30,Other,58,Verified,False,MH-NSK,Lucknow
2025-07-09,Male,37,Verified,False,MH-NSK,Chennai
2025-06-17,Male,68,Generated,True,MH-PUN,Lucknow
