update_date,update_type,update_status,region_code,district
2024-04-30,DOB,Approved,MH-MUM,Lucknow
2025-06-04,DOB,Rejected,MH-NSK,Pune
2024-12-20,Biometric,Approved,MH-PUN,Agra
2025-04-05,Email,Approved,KA-MYS,Coimbatore
2025-07-06,Biometric,Approved,TN-CBE,Bengaluru
2025-12-25,DOB,Approved,TN-CBE,Pune
2024-10-10,DOB,Approved,KA-BLR,New Delhi
2024-10-27,Address,Approved,UP-LKO,Mumbai
2025-07-18,Address,Rejected,KA-MYS,New Delhi
2025-10-18,Address,Approved,MH-PUN,Pune
2025-06-06,Biometric,Rejected,MH-MUM,Lucknow
2025-02-20,Photo,Approved,MH-PUN,Coimbatore
2025-06-17,Name,Approved,MH-NSK,Nashik
2025-11-08,Biometric,Approved,KA-BLR,New Delhi
2024-10-25,Biometric,Approved,UP-LKO,Pune
2024-05-27,Mobile,Pending,UP-LKO,Mysuru
2026-03-29,Photo,Approved,KA-MYS,Mumbai
2024-10-27,Biometric,Pending,KA-MYS,Mysuru
2025-05-04,Mobile,Approved,MH-PUN,Pune
2026-02-03,Photo,Rejected,UP-AGR,Bengaluru
2024-08-07,Biometric,Pending,UP-LKO,Mumbai
2024-10-17,Email,Approved,MH-NSK,Chennai
2024-09-12,Name,Pending,MH-MUM,Nashik
2025-10-25,DOB,Approved,UP-AGR,Coimbatore
2024-05-25,Biometric,Pending,MH-NSK,Mumbai
2025-02-27,Address,Pending,DL-NDL,Agra
2024-06-24,Email,Approved,TN-CBE,Mumbai
2025-08-06,Mobile,Rejected,UP-LKO,Nashik
2025-06-15,Biometric,Pending,KA-MYS,Mumbai
2024-10-19,Mobile,Approved,KA-MYS,Coimbatore
2024-07-10,Photo,Approved,TN-CBE,Mumbai
2025-03-03,Address,Approved,UP-LKO,Nashik
2026-01-04,Mobile,Approved,MH-MUM,Bengaluru
2026-04-04,Photo,Approved,UP-LKO,Lucknow
2025-02-26,Email,Pending,UP-LKO,Nashik
2026-02-01,Photo,Approved,MH-PUN,Bengaluru
2025-02-13,Name,Approved,TN-CBE,Nashik
2024-09-02,Mobile,Pending,UP-LKO,New Delhi
2024-06-20,Email,Rejected,MH-NSK,Lucknow
2025-02-11,Email,Rejected,TN-CBE,Mumbai
2025-04-11,Address,Rejected,UP-LKO,New Delhi
2026-01-06,Photo,Approved,TN-CBE,Nashik
2025-03-14,Email,Rejected,MH-NSK,Mysuru
2025-01-05,Address,Approved,TN-CBE,Mumbai
2025-02-04,Name,Approved,TN-CBE,Agra
2025-07-03,DOB,Approved,MH-NSK,Mysuru
2026-03-30,Address,Pending,MH-PUN,New Delhi
2025-12-12,Name,Approved,KA-MYS,Agra
2025-09-16,Photo,Approved,KA-MYS,Mumbai
2025-02-07,Address,Approved,MH-MUM,Nashik
2024-09-01,Email,Approved,MH-NSK,Nashik
2024-07-21,Address,Approved,KA-BLR,Nashik
2025-05-13,Mobile,Approved,MH-NSK,Nashik
2025-08-07,Address,Approved,DL-NDL,Lucknow
2025-08-26,DOB,Approved,MH-NSK,Mysuru
2026-01-11,Name,Approved,UP-AGR,Mumbai
2026-02-02,Name,Approved,KA-MYS,Bengaluru
2025-08-27,Email,Approved,KA-MYS,Coimbatore
2024-12-21,DOB,Approved,TN-CBE,Mumbai
2025-05-03,Photo,Rejected,MH-NSK,Bengaluru
2025-12-10,Email,Pending,UP-AGR,Agra
2025-08-13,Biometric,Approved,TN-CHN,Chennai
2025-07-26,DOB,Rejected,UP-LKO,Mumbai
2026-01-09,Address,Approved,DL-NDL,New Delhi
2024-07-15,Photo,Rejected,DL-NDL,Mumbai
2026-02-04,Photo,Approved,MH-MUM,Pune
2026-04-12,DOB,Pending,MH-MUM,Chennai
2026-02-17,Photo,Approved,MH-PUN,New Delhi
2024-07-16,Photo,Approved,UP-AGR,Agra
2024-10-03,Mobile,Approved,DL-NDL,Nashik
2024-06-12,Mobile,Approved,UP-LKO,Mysuru
2025-12-28,Photo,Approved,MH-NSK,Mumbai
2024-12-12,Photo,Rejected,MH-NSK,Coimbatore
2025-07-02,Name,Rejected,TN-CHN,Bengaluru
2025-05-07,Address,Pending,DL-NDL,Nashik
2024-11-25,Photo,Pending,TN-CBE,Mumbai
2024-07-13,Photo,Approved,UP-AGR,Chennai
2025-01-17,Biometric,Rejected,DL-NDL,Mysuru
2025-05-04,Address,Approved,TN-CBE,Mysuru
2024-10-30,Photo,Pending,TN-CHN,Lucknow
2026-01-13,Photo,Pending,DL-NDL,Mysuru
2024-05-13,Email,Approved,KA-MYS,Agra
2024-05-03,Name,Pending,MH-MUM,Pune
2025-05-24,Name,Approved,TN-CHN,Mysuru
2025-02-10,Address,Approved,MH-NSK,Agra
2025-03-28,Address,Rejected,TN-CBE,Mysuru
2024-06-13,Name,Approved,MH-NSK,Bengaluru
2024-05-01,Email,Approved,MH-NSK,Bengaluru
2024-10-27,Biometric,Approved,UP-AGR,New Delhi
2025-01-10,Mobile,Approved,DL-NDL,Chennai
2024-09-25,DOB,Rejected,DL-NDL,New Delhi
2024-07-13,Name,Approved,UP-AGR,Bengaluru
2024-11-24,Mobile,Approved,TN-CBE,Pune
2024-10-10,Biometric,Approved,TN-CHN,Chennai
2024-07-09,Biometric,Approved,TN-CBE,Coimbatore
2025-10-10,Mobile,Approved,KA-BLR,Lucknow
2024-09-12,Email,Approved,UP-LKO,Bengaluru
2024-05-26,Name,Approved,KA-BLR,Chennai
2025-09-29,Name,Approved,UP-LKO,New Delhi
2024-12-09,Mobile,Rejected,TN-CBE,Lucknow
2024-06-16,DOB,Approved,MH-PUN,Bengaluru
2025-10-03,Address,Pending,DL-NDL,Mumbai
2025-02-16,Mobile,Rejected,UP-LKO,Agra
2025-07-08,Name,Approved,MH-MUM,Mumbai
2025-11-05,Mobile,Pending,MH-NSK,Coimbatore
2024-04-19,Email,Rejected,TN-CHN,Chennai
2025-08-22,DOB,Approved,MH-PUN,Chennai
2024-11-01,DOB,Rejected,MH-MUM,Bengaluru
2025-07-25,Biometric,Approved,MH-PUN,Agra
2025-07-14,Mobile,Pending,MH-NSK,Lucknow
2024-12-07,Photo,Approved,UP-LKO,Pune
2025-02-15,Mobile,Approved,KA-BLR,Mysuru
2025-07-03,Biometric,Approved,TN-CBE,Pune
2025-09-18,DOB,Approved,UP-AGR,Pune
2025-12-03,Mobile,Pending,MH-NSK,Agra
2024-09-15,Mobile,Pending,MH-PUN,New Delhi
2025-06-19,Biometric,Pending,KA-BLR,Nashik
2025-09-05,DOB,Approved,TN-CHN,New Delhi
2024-07-24,Biometric,Rejected,KA-MYS,Nashik
2025-10-31,Mobile,Approved,MH-MUM,Mysuru
2024-07-31,Biometric,Pending,KA-MYS,Chennai
2024-06-05,Mobile,Pending,UP-AGR,New Delhi
2024-04-20,Email,Pending,DL-NDL,Nashik
2025-12-26,Biometric,Rejected,KA-BLR,Bengaluru
2024-10-26,Name,Approved,KA-MYS,Agra
2026-02-14,Photo,Rejected,MH-NSK,Mumbai
2024-12-07,Email,Approved,MH-MUM,Coimbatore
2026-03-28,Biometric,Rejected,UP-LKO,Agra
2025-02-01,Email,Pending,MH-PUN,Pune
2024-11-09,Address,Pending,KA-MYS,Bengaluru
2026-02-15,Mobile,Approved,DL-NDL,Lucknow
2025-11-09,Biometric,Pending,KA-MYS,Chennai
2025-06-20,Mobile,Approved,TN-CBE,Mysuru
2025-05-04,Name,Pending,KA-BLR,Mumbai
2024-11-28,Biometric,Pending,MH-PUN,Mumbai
2024-09-11,Photo,Approved,MH-NSK,Nashik
2024-05-30,Address,Approved,MH-MUM,Mysuru
2024-10-31,Biometric,Pending,MH-MUM,Chennai
2024-08-09,Address,Approved,UP-LKO,Bengaluru
2025-12-27,Email,Approved,MH-PUN,Chennai
2026-04-09,Address,Pending,TN-CBE,Bengaluru
2025-06-04,Email,Pending,UP-AGR,New Delhi
2024-10-31,Address,Approved,KA-MYS,Nashik
2024-06-18,Mobile,Approved,MH-PUN,Coimbatore
2024-10-01,Name,Rejected,MH-MUM,Mumbai
2024-09-17,DOB,Rejected,TN-CHN,Mumbai
2025-08-20,Mobile,Pending,TN-CHN,New Delhi
2024-07-31,Biometric,Pending,DL-NDL,Coimbatore
2025-12-10,DOB,Approved,MH-NSK,Chennai
2025-09-23,Biometric,Pending,MH-NSK,New Delhi
2025-01-15,Name,Rejected,TN-CBE,New Delhi
2025-05-17,Photo,Pending,TN-CBE,Agra
2024-10-02,Email,Approved,MH-NSK,New Delhi
2024-11-09,Address,Rejected,KA-BLR,Bengaluru
2025-04-24,Biometric,Approved,TN-CHN,Mumbai
2024-08-27,Mobile,Pending,DL-NDL,Coimbatore
2024-11-21,DOB,Rejected,MH-MUM,Mysuru
2025-09-25,DOB,Pending,TN-CHN,Bengaluru
2025-05-05,DOB,Approved,MH-MUM,New Delhi
2026-01-01,DOB,Pending,MH-NSK,Coimbatore
2025-02-20,Biometric,Approved,MH-PUN,Agra
2025-08-06,Name,Approved,MH-NSK,Chennai
2024-11-14,Name,Pending,TN-CHN,Mysuru
2025-12-25,Photo,Rejected,KA-BLR,Lucknow
2025-10-29,Photo,Approved,KA-MYS,Agra
2024-10-06,Biometric,Pending,TN-CHN,Lucknow
2024-12-28,Name,Approved,MH-PUN,Coimbatore
2025-12-30,DOB,Pending,UP-AGR,Agra
2024-09-05,Address,Approved,KA-MYS,Mysuru
2024-05-19,Address,Pending,MH-PUN,Chennai
2024-09-16,Biometric,Approved,TN-CBE,Bengaluru
2025-10-04,Address,Approved,DL-NDL,Bengaluru
2025-02-19,Biometric,Approved,KA-BLR,Pune
2026-02-07,DOB,Approved,KA-MYS,New Delhi
2024-10-07,Name,Approved,KA-BLR,New Delhi
2024-10-23,Mobile,Approved,TN-CBE,Mysuru
2024-06-18,Mobile,Approved,TN-CHN,Bengaluru
2025-02-21,DOB,Rejected,UP-LKO,Mumbai
2024-10-05,Photo,Approved,UP-AGR,New Delhi
2026-04-17,Mobile,Rejected,UP-AGR,Pune
2026-01-17,Biometric,Rejected,MH-MUM,Agra
2026-04-01,Biometric,Approved,MH-PUN,Mysuru
2024-06-11,Mobile,Rejected,TN-CHN,Bengaluru
2024-09-16,DOB,Rejected,MH-PUN,Pune
2024-06-14,Biometric,Approved,DL-NDL,New Delhi
2024-08-23,Name,Approved,DL-NDL,Bengaluru
2024-10-23,Name,Approved,UP-LKO,New Delhi
2025-08-17,Biometric,Rejected,UP-AGR,Mumbai
2024-06-23,Name,Approved,TN-CBE,Mysuru
2025-03-30,Address,Approved,MH-NSK,Pune
2024-05-07,Address,Rejected,KA-MYS,Agra
2025-03-12,Mobile,Approved,MH-NSK,Mumbai
2025-02-16,Email,Rejected,UP-AGR,Lucknow
2024-12-26,Name,Approved,KA-BLR,Coimbatore
2025-09-10,Email,Rejected,MH-PUN,Bengaluru
2024-10-25,Biometric,Approved,DL-NDL,Mumbai
2024-12-02,Mobile,Approved,MH-NSK,Coimbatore
2025-09-09,Name,Rejected,TN-CHN,New Delhi
2024-07-17,Biometric,Pending,MH-MUM,Mysuru
2024-05-16,Photo,Approved,KA-MYS,Pune
2025-04-01,Biometric,Pending,KA-MYS,Bengaluru
2024-05-17,Mobile,Approved,MH-PUN,New Delhi
2025-06-24,Email,Approved,UP-AGR,New Delhi
2026-02-28,Mobile,Approved,KA-MYS,Mysuru
2025-05-22,Mobile,Approved,UP-AGR,New Delhi
2025-09-07,Mobile,Pending,MH-PUN,Chennai
2024-11-18,DOB,Rejected,DL-NDL,Pune
2026-03-23,Email,Pending,MH-NSK,Mumbai
2026-04-17,Name,Approved,MH-PUN,Nashik
2024-12-23,Email,Approved,TN-CBE,Bengaluru
2025-06-19,Email,Rejected,TN-CBE,Mysuru
2026-01-10,Address,Rejected,UP-AGR,Bengaluru
2025-12-22,Email,Approved,UP-AGR,Chennai
2026-01-01,Biometric,Approved,TN-CHN,Agra
2025-11-25,DOB,Rejected,UP-LKO,Bengaluru
2024-09-07,DOB,Rejected,UP-LKO,Pune
2024-12-26,Name,Approved,UP-AGR,Nashik
2026-04-18,Name,Approved,MH-PUN,Mumbai
2025-03-26,Photo,Pending,DL-NDL,Agra
2026-04-15,Name,Approved,TN-CBE,Coimbatore
2025-05-02,Biometric,Approved,MH-MUM,Bengaluru
2026-04-03,Photo,Approved,UP-AGR,Lucknow
2025-02-11,Photo,Rejected,MH-MUM,Agra
2025-10-20,Name,Pending,MH-MUM,Mumbai
2025-02-10,Biometric,Pending,DL-NDL,Pune
2025-05-15,Name,Approved,MH-PUN,Lucknow
2025-09-06,Biometric,Approved,KA-BLR,Nashik
2025-06-03,Name,Approved,MH-NSK,Pune
2025-09-01,Photo,Rejected,KA-MYS,Nashik
2025-08-05,Email,Rejected,DL-NDL,Bengaluru
2025-10-05,Address,Approved,TN-CHN,Bengaluru
2025-11-01,DOB,Approved,TN-CBE,Lucknow
2025-06-28,Address,Approved,UP-AGR,Mysuru
2025-01-06,Email,Pending,TN-CHN,Mumbai
2026-02-12,Photo,Pending,TN-CHN,New Delhi
2026-01-17,DOB,Rejected,DL-NDL,Bengaluru
2026-02-17,Mobile,Approved,KA-BLR,Nashik
2024-04-18,Email,Approved,MH-PUN,Pune
2025-01-08,Address,Approved,MH-PUN,Nashik
2025-09-03,Mobile,Approved,MH-MUM,Mysuru
2025-11-28,Mobile,Rejected,MH-NSK,Mysuru
2025-04-05,Address,Approved,DL-NDL,Mysuru
2026-03-23,Mobile,Rejected,UP-LKO,Lucknow
2025-09-19,Name,Rejected,MH-NSK,Bengaluru
2025-09-20,Photo,Rejected,KA-BLR,Bengaluru
2026-04-12,Address,Approved,KA-MYS,Nashik
2025-06-29,Address,Pending,MH-NSK,Pune
2025-01-04,Photo,Approved,UP-LKO,Pune
2024-07-14,Photo,Rejected,TN-CBE,Agra
2025-01-27,Name,Approved,MH-MUM,Mumbai
2025-08-30,Mobile,Approved,MH-PUN,Mumbai
2026-03-17,Name,Approved,UP-LKO,Mysuru
2024-09-12,Mobile,Approved,UP-AGR,Chennai
2025-11-16,Biometric,Pending,TN-CHN,Mumbai
2024-11-27,Mobile,Approved,MH-MUM,Mysuru
2026-01-19,DOB,Approved,DL-NDL,Agra
2024-05-07,Address,Rejected,KA-BLR,New Delhi
2025-02-15,Name,Approved,KA-BLR,Mumbai
2024-05-07,Email,Approved,MH-NSK,Nashik
2024-11-27,DOB,Rejected,KA-BLR,Nashik
2024-06-19,Mobile,Rejected,UP-LKO,Pune
2025-04-21,Biometric,Approved,MH-PUN,Chennai
2026-04-19,Email,Approved,TN-CBE,Nashik
2024-09-21,Name,Rejected,TN-CBE,New Delhi
2024-05-04,Biometric,Pending,KA-BLR,Mumbai
2025-06-11,Name,Approved,DL-NDL,Coimbatore
2024-05-03,Photo,Approved,TN-CBE,Agra
2025-08-04,Biometric,Approved,KA-BLR,Lucknow
2025-10-13,DOB,Rejected,TN-CHN,Mumbai
2024-10-15,Biometric,Pending,KA-BLR,Coimbatore
2024-08-13,Biometric,Rejected,MH-MUM,Pune
2024-10-08,DOB,Approved,MH-MUM,Coimbatore
2025-11-15,Email,Approved,TN-CBE,Mysuru
2025-09-23,Address,Approved,MH-PUN,Bengaluru
2024-05-22,Biometric,Approved,UP-LKO,Nashik
2024-10-02,DOB,Approved,MH-NSK,Agra
2025-04-14,Photo,Approved,UP-LKO,Mumbai
2025-12-26,Name,Rejected,TN-CBE,New Delhi
2026-02-08,Photo,Approved,TN-CBE,Pune
2025-02-07,Address,Pending,MH-NSK,Lucknow
2024-08-13,Biometric,Approved,KA-MYS,Lucknow
2025-03-13,Address,Rejected,KA-MYS,Lucknow
2025-06-30,Biometric,Rejected,TN-CHN,Agra
2024-12-17,Email,Rejected,MH-NSK,Coimbatore
2026-03-29,DOB,Approved,MH-PUN,Coimbatore
2024-04-24,Photo,Approved,UP-LKO,New Delhi
2024-10-07,Email,Approved,UP-AGR,Pune
2025-08-24,Email,Rejected,DL-NDL,Pune
2024-04-19,Mobile,Approved,DL-NDL,Pune
2025-03-26,Photo,Pending,DL-NDL,New Delhi
2025-03-20,Name,Approved,TN-CHN,Mumbai
2025-11-10,Email,Approved,MH-NSK,Bengaluru
2024-12-18,Name,Approved,TN-CHN,Coimbatore
2024-06-29,DOB,Approved,MH-MUM,New Delhi
2025-11-21,Address,Pending,TN-CHN,Lucknow
2025-07-26,Name,Rejected,MH-MUM,Pune
2025-10-22,Photo,Approved,MH-MUM,Lucknow
2026-04-03,Mobile,Approved,DL-NDL,Nashik
2026-04-13,Name,Approved,MH-MUM,Coimbatore
2026-03-22,Name,Approved,MH-NSK,Mumbai
2024-08-16,DOB,Approved,UP-LKO,Agra
2025-02-07,Address,Approved,KA-MYS,Agra
2026-03-20,Address,Approved,MH-NSK,Bengaluru
2024-09-04,DOB,Approved,UP-AGR,Coimbatore
2026-03-28,Biometric,Approved,MH-PUN,Chennai
2025-02-14,Biometric,Approved,TN-CBE,Coimbatore
2025-09-06,DOB,Rejected,DL-NDL,Chennai
2026-02-07,DOB,Approved,TN-CHN,Bengaluru
2025-09-16,Name,Approved,TN-CBE,Bengaluru
2024-09-15,Mobile,Approved,DL-NDL,Mumbai
2025-12-10,Name,Approved,UP-LKO,New Delhi
2026-02-08,Photo,Rejected,MH-NSK,Mumbai
2024-05-06,Biometric,Pending,KA-MYS,Pune
2025-10-20,Name,Approved,MH-PUN,Mysuru
2025-02-18,Biometric,Rejected,MH-MUM,Pune
2025-10-28,Address,Approved,MH-PUN,Nashik
2024-06-08,Name,Rejected,MH-NSK,Bengaluru
2025-04-12,Name,Approved,DL-NDL,Bengaluru
2024-09-06,Address,Approved,KA-MYS,Agra
2026-01-01,Address,Approved,TN-CHN,Mumbai
2025-04-01,Photo,Pending,TN-CHN,Chennai
2025-12-25,DOB,Pending,UP-LKO,Lucknow
2024-07-06,Name,Approved,KA-BLR,Nashik
2025-07-30,Biometric,Approved,TN-CBE,New Delhi
2024-10-04,Address,Rejected,MH-MUM,Bengaluru
2025-07-11,Email,Approved,KA-MYS,Chennai
2024-06-12,Biometric,Approved,MH-PUN,Agra
2024-09-28,Email,Rejected,MH-MUM,Chennai
2025-10-21,Email,Approved,DL-NDL,Mumbai
2025-09-29,Name,Approved,KA-MYS,Nashik
2026-03-23,DOB,Pending,DL-NDL,Chennai
2025-06-22,Email,Rejected,MH-PUN,Mysuru
2026-04-02,Photo,Rejected,MH-MUM,New Delhi
2026-01-01,Name,Approved,UP-LKO,Chennai
2024-10-12,Address,Approved,MH-MUM,Coimbatore
2024-11-10,Photo,Rejected,MH-NSK,Lucknow
2025-08-09,Mobile,Pending,MH-MUM,Mumbai
2026-01-13,Email,Approved,TN-CHN,New Delhi
2025-07-15,Name,Approved,DL-NDL,Chennai
2024-12-21,Mobile,Approved,TN-CHN,Bengaluru
2025-10-23,DOB,Approved,TN-CHN,Coimbatore
2025-04-25,Biometric,Rejected,MH-NSK,Chennai
2025-05-10,DOB,Approved,UP-LKO,Coimbatore
2025-03-29,Email,Approved,TN-CHN,Lucknow
2026-03-27,Mobile,Approved,TN-CBE,Nashik
2025-06-26,Mobile,Approved,MH-PUN,Pune
2025-01-03,DOB,Pending,MH-MUM,Mysuru
2025-05-06,Address,Rejected,MH-MUM,Mysuru
2026-02-24,DOB,Approved,UP-AGR,Pune
2025-08-20,Biometric,Approved,MH-NSK,Pune
2025-04-28,Email,Approved,MH-PUN,Chennai
2024-05-29,Biometric,Approved,UP-AGR,Mysuru
2024-05-25,Name,Approved,UP-AGR,Mumbai
2026-03-25,DOB,Rejected,MH-NSK,Nashik
2025-08-08,Name,Approved,TN-CBE,Chennai
2024-08-10,Photo,Rejected,TN-CHN,Chennai
2025-07-22,Photo,Rejected,TN-CHN,Mumbai
2025-05-19,Name,Approved,MH-PUN,Bengaluru
2024-10-27,Email,Approved,MH-MUM,New Delhi
2024-09-29,Email,Pending,MH-PUN,Mysuru
2025-12-22,Name,Pending,TN-CHN,Agra
2024-12-15,Mobile,Approved,MH-PUN,New Delhi
2025-09-03,Photo,Rejected,TN-CHN,Chennai
2025-11-25,Mobile,Approved,MH-MUM,New Delhi
2024-11-30,DOB,Approved,KA-BLR,Lucknow
2025-06-20,Photo,Approved,UP-LKO,Bengaluru
2025-09-11,Email,Rejected,MH-PUN,Mumbai
2025-09-25,Address,Approved,MH-PUN,Mysuru
2025-04-30,Biometric,Approved,MH-NSK,Nashik
2026-02-16,Mobile,Approved,MH-PUN,Chennai
2025-01-13,Email,Approved,TN-CHN,Pune
2025-05-19,Biometric,Approved,KA-MYS,Lucknow
2025-03-12,Email,Pending,MH-PUN,Mysuru
2025-06-18,Email,Rejected,DL-NDL,Bengaluru
2024-07-13,Name,Approved,UP-LKO,Lucknow
2024-04-18,Photo,Pending,MH-MUM,Lucknow
2025-11-08,Photo,Rejected,TN-CHN,Coimbatore
2025-03-31,Email,Pending,MH-NSK,Coimbatore
2025-03-07,Email,Approved,MH-NSK,Mumbai
2025-11-28,Mobile,Approved,MH-MUM,Chennai
2025-01-01,Biometric,Approved,MH-NSK,Bengaluru
2026-01-07,Address,Approved,MH-MUM,Bengaluru
2025-02-11,Email,Rejected,UP-LKO,Lucknow
2024-05-02,Name,Approved,MH-NSK,New Delhi
2024-05-29,Address,Approved,MH-PUN,Nashik
2024-10-31,DOB,Approved,DL-NDL,Bengaluru
2026-02-20,Photo,Approved,MH-MUM,Agra
2026-03-29,Mobile,Rejected,TN-CBE,New Delhi
2025-06-26,Name,Rejected,UP-AGR,New Delhi
2025-08-09,Mobile,Pending,MH-NSK,Pune
2025-03-28,Photo,Approved,KA-BLR,Agra
2024-04-25,Photo,Pending,UP-LKO,Mysuru
2026-02-04,Email,Rejected,MH-NSK,Chennai
2025-03-06,DOB,Approved,TN-CHN,Pune
2024-08-28,Photo,Approved,MH-NSK,New Delhi
2025-09-23,Address,Approved,TN-CHN,Bengaluru
2026-01-06,Biometric,Approved,DL-NDL,Bengaluru
2025-03-27,Name,Approved,DL-NDL,Bengaluru
2025-05-17,Biometric,Approved,DL-NDL,Pune
2025-07-09,Address,Rejected,MH-NSK,Mysuru
2025-02-12,Biometric,Approved,TN-CHN,Nashik
2026-03-01,Email,Approved,UP-AGR,Lucknow
2025-02-12,Mobile,Rejected,DL-NDL,Nashik
2025-06-30,Photo,Approved,MH-MUM,Nashik
2024-05-14,Mobile,Approved,DL-NDL,Chennai
2025-04-09,Mobile,Approved,TN-CBE,Bengaluru
2025-07-05,Address,Rejected,TN-CBE,New Delhi
2025-06-29,Mobile,Rejected,KA-BLR,Pune
2024-08-20,Email,Approved,DL-NDL,Bengaluru
2024-06-01,Mobile,Approved,MH-NSK,New Delhi
2024-08-27,Address,Rejected,UP-AGR,Mysuru
2025-04-11,Email,Approved,KA-BLR,Mysuru
2024-08-31,Photo,Approved,MH-NSK,Chennai
2025-02-18,DOB,Approved,MH-PUN,Nashik
2026-03-24,Biometric,Approved,UP-LKO,Bengaluru
2024-10-17,Email,Pending,TN-CBE,New Delhi
2024-09-19,Mobile,Approved,UP-LKO,Coimbatore
2025-07-27,Mobile,Approved,KA-MYS,Nashik
2025-06-07,Address,Approved,UP-LKO,Mysuru
2025-09-12,Email,Approved,MH-NSK,Bengaluru
2024-08-19,Mobile,Approved,MH-PUN,Nashik
2024-12-10,Address,Approved,TN-CBE,Bengaluru
2025-06-04,Email,Approved,TN-CBE,Pune
2024-10-09,Address,Approved,KA-BLR,Mysuru
2024-10-28,Email,Approved,KA-MYS,Chennai
2024-10-15,Biometric,Approved,KA-MYS,Coimbatore
2025-10-26,Photo,Approved,TN-CBE,Nashik
2025-06-06,Address,Approved,TN-CBE,Pune
2026-03-07,Name,Pending,DL-NDL,Nashik
2024-08-04,Mobile,Pending,KA-MYS,Agra
2026-03-28,DOB,Pending,MH-PUN,Mumbai
2026-01-09,Name,Approved,MH-NSK,Coimbatore
2025-05-23,Email,Approved,MH-NSK,Lucknow
2024-10-07,Name,Rejected,MH-NSK,New Delhi
2025-10-12,Mobile,Approved,MH-NSK,Chennai
2025-02-05,Email,Approved,KA-BLR,Coimbatore
2026-02-15,Photo,Pending,KA-MYS,Mysuru
2026-04-14,Photo,Approved,MH-MUM,Nashik
2026-01-19,DOB,Approved,KA-BLR,Nashik
2025-12-17,Address,Approved,KA-BLR,Chennai
2025-01-08,Email,Pending,UP-AGR,Bengaluru
2024-05-07,Name,Pending,KA-BLR,Coimbatore
2025-05-07,DOB,Approved,KA-BLR,Coimbatore
2025-05-02,Mobile,Approved,DL-NDL,Coimbatore
2024-12-12,Biometric,Approved,MH-NSK,Lucknow
2025-12-19,Biometric,Pending,DL-NDL,Lucknow
2025-06-05,Email,Approved,TN-CBE,Mysuru
2025-01-28,Photo,Approved,MH-MUM,New Delhi
2025-08-10,Name,Approved,TN-CBE,New Delhi
2025-02-27,Photo,Approved,MH-NSK,Pune
2024-05-19,Mobile,Approved,MH-MUM,Mysuru
2025-07-10,Mobile,Approved,MH-MUM,Bengaluru
2024-07-29,Name,Pending,MH-PUN,Mysuru
2025-01-24,Biometric,Approved,MH-NSK,Pune
2025-03-08,Address,Pending,MH-NSK,Agra
2026-01-09,DOB,Rejected,TN-CBE,Pune
2025-05-30,Biometric,Approved,DL-NDL,Mysuru
2026-01-11,Photo,Pending,TN-CBE,Coimbatore
2024-12-04,Name,Pending,UP-AGR,Coimbatore
2025-03-01,Mobile,Approved,MH-MUM,New Delhi
2025-07-10,Name,Pending,KA-MYS,Coimbatore
2024-09-12,Biometric,Approved,DL-NDL,Mysuru
2025-04-21,Photo,Approved,KA-MYS,Chennai
2025-07-10,Address,Approved,KA-BLR,Nashik
2025-02-16,Address,Approved,MH-NSK,Nashik
2025-03-19,DOB,Rejected,MH-NSK,New Delhi
2026-03-04,Photo,Pending,KA-MYS,Mysuru
2024-06-04,DOB,Approved,UP-LKO,Coimbatore
2025-11-04,DOB,Approved,MH-NSK,Coimbatore
2024-09-17,Name,Pending,UP-LKO,New Delhi
2025-11-06,Photo,Approved,MH-PUN,Mumbai
2025-01-26,DOB,Approved,DL-NDL,Pune
2024-11-10,Photo,Approved,MH-MUM,Nashik
2025-07-07,Biometric,Rejected,KA-BLR,Bengaluru
2025-09-09,Name,Approved,DL-NDL,Chennai
2025-02-06,Address,Approved,UP-LKO,Agra
2025-10-29,Photo,Approved,KA-MYS,Lucknow
2026-01-21,Mobile,Pending,TN-CHN,Mysuru
2024-05-09,Name,Pending,DL-NDL,New Delhi
2024-06-14,Biometric,Rejected,MH-MUM,Mysuru
2025-12-01,Email,Rejected,UP-LKO,Mumbai
2024-12-26,Address,Approved,TN-CHN,Bengaluru
2025-06-08,Mobile,Rejected,MH-PUN,Mumbai
2024-12-06,Biometric,Approved,KA-BLR,New Delhi
2025-07-11,Name,Approved,MH-NSK,Mysuru
2026-03-15,Name,Approved,KA-MYS,Mysuru
2025-02-20,Address,Approved,MH-NSK,Pune
2025-04-24,Name,Approved,MH-MUM,Bengaluru
2024-06-22,Biometric,Approved,UP-LKO,Chennai
2025-01-29,Biometric,Approved,MH-MUM,Agra
2025-07-12,Biometric,Approved,MH-MUM,Bengaluru
2024-10-27,Name,Approved,TN-CHN,New Delhi
2024-06-27,Name,Approved,TN-CHN,Mysuru
2024-07-09,DOB,Approved,MH-PUN,Agra
2024-05-11,Mobile,Approved,MH-PUN,Pune
2025-02-17,Mobile,Approved,MH-NSK,Pune
2024-07-26,DOB,Approved,MH-PUN,Lucknow
2026-01-26,Biometric,Rejected,UP-AGR,Lucknow
2025-04-07,Email,Approved,KA-MYS,Mumbai
2025-05-20,Mobile,Approved,KA-MYS,Bengaluru
2026-02-25,DOB,Pending,UP-AGR,Coimbatore
2024-09-25,Mobile,Approved,MH-PUN,Coimbatore
2024-12-01,Name,Approved,TN-CHN,Agra
